Id,y
32798,9
32799,6
32800,1
32801,4
32802,9
32803,4
32804,7
32805,4
32806,3
32807,9
32808,3
32809,7
32810,4
32811,1
32812,2
32813,1
32814,1
32815,4
32816,5
32817,2
32818,1
32819,5
32820,9
32821,6
32822,6
32823,0
32824,5
32825,4
32826,4
32827,7
32828,7
32829,6
32830,9
32831,8
32832,6
32833,7
32834,0
32835,6
32836,3
32837,2
32838,9
32839,9
32840,9
32841,3
32842,4
32843,8
32844,0
32845,1
32846,2
32847,2
32848,1
32849,2
32850,1
32851,1
32852,2
32853,2
32854,8
32855,9
32856,8
32857,5
32858,6
32859,2
32860,8
32861,5
32862,6
32863,8
32864,7
32865,2
32866,2
32867,8
32868,7
32869,1
32870,3
32871,8
32872,2
32873,0
32874,7
32875,5
32876,0
32877,0
32878,4
32879,1
32880,1
32881,4
32882,2
32883,1
32884,1
32885,4
32886,6
32887,0
32888,6
32889,8
32890,6
32891,0
32892,6
32893,0
32894,0
32895,2
32896,3
32897,6
32898,9
32899,1
32900,3
32901,9
32902,7
32903,6
32904,0
32905,9
32906,0
32907,8
32908,2
32909,9
32910,3
32911,4
32912,6
32913,1
32914,8
32915,6
32916,0
32917,1
32918,1
32919,9
32920,6
32921,5
32922,3
32923,4
32924,0
32925,4
32926,2
32927,8
32928,1
32929,7
32930,8
32931,2
32932,3
32933,6
32934,0
32935,8
32936,9
32937,1
32938,7
32939,0
32940,7
32941,7
32942,7
32943,0
32944,1
32945,1
32946,3
32947,6
32948,1
32949,4
32950,3
32951,2
32952,9
32953,8
32954,2
32955,1
32956,0
32957,6
32958,8
32959,3
32960,4
32961,4
32962,7
32963,4
32964,7
32965,9
32966,1
32967,2
32968,1
32969,8
32970,9
32971,2
32972,7
32973,6
32974,7
32975,9
32976,7
32977,4
32978,1
32979,9
32980,8
32981,4
32982,0
32983,4
32984,0
32985,2
32986,5
32987,1
32988,1
32989,4
32990,6
32991,5
32992,9
32993,6
32994,8
32995,4
32996,7
32997,0
32998,4
32999,9
33000,0
33001,3
33002,4
33003,3
33004,0
33005,9
33006,3
33007,6
33008,3
33009,9
33010,4
33011,7
33012,1
33013,9
33014,8
33015,1
33016,3
33017,4
33018,3
33019,0
33020,0
33021,9
33022,4
33023,8
33024,2
33025,0
33026,0
33027,0
33028,9
33029,8
33030,0
33031,2
33032,0
33033,1
33034,1
33035,0
33036,0
33037,8
33038,5
33039,5
33040,5
33041,7
33042,1
33043,1
33044,9
33045,7
33046,9
33047,2
33048,4
33049,9
33050,2
33051,8
33052,6
33053,2
33054,0
33055,2
33056,4
33057,7
33058,0
33059,0
33060,3
33061,9
33062,1
33063,7
33064,4
33065,0
33066,5
33067,8
33068,0
33069,2
33070,0
33071,0
33072,9
33073,7
33074,4
33075,6
33076,2
33077,2
33078,6
33079,6
33080,9
33081,6
33082,9
33083,8
33084,7
33085,8
33086,8
33087,7
33088,7
33089,1
33090,3
33091,8
33092,8
33093,9
33094,5
33095,1
33096,1
33097,0
33098,8
33099,1
33100,7
33101,5
33102,5
33103,9
33104,7
33105,7
33106,6
33107,9
33108,8
33109,0
33110,1
33111,6
33112,3
33113,4
33114,4
33115,5
33116,6
33117,9
33118,1
33119,3
33120,0
33121,4
33122,9
33123,1
33124,2
33125,7
33126,7
33127,3
33128,1
33129,3
33130,7
33131,7
33132,6
33133,8
33134,9
33135,4
33136,6
33137,5
33138,7
33139,9
33140,2
33141,2
33142,5
33143,5
33144,5
33145,3
33146,5
33147,7
33148,1
33149,8
33150,5
33151,5
33152,8
33153,3
33154,9
33155,0
33156,1
33157,7
33158,3
33159,3
33160,4
33161,5
33162,2
33163,0
33164,8
33165,3
33166,0
33167,2
33168,8
33169,9
33170,4
33171,0
33172,8
33173,0
33174,0
33175,6
33176,0
33177,8
33178,8
33179,2
33180,7
33181,5
33182,3
33183,3
33184,4
33185,7
33186,4
33187,3
33188,4
33189,5
33190,0
33191,4
33192,8
33193,3
33194,4
33195,3
33196,0
33197,4
33198,4
33199,4
33200,1
33201,4
33202,8
33203,9
33204,2
33205,5
33206,0
33207,1
33208,6
33209,1
33210,7
33211,5
33212,3
33213,0
33214,4
33215,4
33216,4
33217,6
33218,5
33219,6
33220,2
33221,2
33222,1
33223,7
33224,0
33225,2
33226,3
33227,1
33228,0
33229,9
33230,0
33231,6
33232,5
33233,1
33234,2
33235,4
33236,5
33237,2
33238,4
33239,5
33240,9
33241,2
33242,9
33243,8
33244,2
33245,5
33246,2
33247,0
33248,7
33249,0
33250,3
33251,7
33252,9
33253,6
33254,9
33255,5
33256,5
33257,9
33258,9
33259,3
33260,9
33261,7
33262,6
33263,1
33264,4
33265,9
33266,4
33267,2
33268,1
33269,2
33270,7
33271,7
33272,8
33273,2
33274,4
33275,8
33276,0
33277,6
33278,4
33279,7
33280,1
33281,2
33282,3
33283,6
33284,7
33285,6
33286,7
33287,0
33288,2
33289,9
33290,7
33291,3
33292,2
33293,2
33294,1
33295,4
33296,4
33297,7
33298,8
33299,6
33300,6
33301,0
33302,5
33303,2
33304,5
33305,6
33306,9
33307,2
33308,5
33309,1
33310,4
33311,6
33312,1
33313,1
33314,1
33315,3
33316,6
33317,8
33318,4
33319,0
33320,5
33321,6
33322,9
33323,2
33324,9
33325,2
33326,3
33327,2
33328,9
33329,2
33330,0
33331,1
33332,4
33333,4
33334,3
33335,7
33336,3
33337,6
33338,3
33339,9
33340,6
33341,1
33342,0
33343,9
33344,1
33345,2
33346,9
33347,4
33348,4
33349,3
33350,0
33351,8
33352,2
33353,8
33354,2
33355,5
33356,9
33357,9
33358,6
33359,8
33360,2
33361,6
33362,2
33363,6
33364,4
33365,1
33366,7
33367,5
33368,8
33369,5
33370,1
33371,5
33372,4
33373,5
33374,5
33375,2
33376,6
33377,1
33378,8
33379,1
33380,3
33381,1
33382,7
33383,2
33384,3
33385,3
33386,1
33387,4
33388,9
33389,8
33390,7
33391,8
33392,3
33393,1
33394,6
33395,0
33396,1
33397,9
33398,5
33399,7
33400,6
33401,2
33402,6
33403,1
33404,3
33405,0
33406,7
33407,6
33408,3
33409,3
33410,9
33411,1
33412,5
33413,0
33414,0
33415,9
33416,2
33417,6
33418,9
33419,5
33420,6
33421,7
33422,7
33423,2
33424,8
33425,0
33426,4
33427,0
33428,2
33429,3
33430,7
33431,0
33432,5
33433,6
33434,6
33435,6
33436,9
33437,2
33438,1
33439,4
33440,7
33441,5
33442,4
33443,1
33444,0
33445,2
33446,5
33447,0
33448,0
33449,8
33450,1
33451,2
33452,7
33453,9
33454,1
33455,8
33456,6
33457,4
33458,7
33459,1
33460,1
33461,3
33462,0
33463,2
33464,3
33465,6
33466,3
33467,8
33468,7
33469,7
33470,2
33471,8
33472,0
33473,5
33474,6
33475,2
33476,8
33477,0
33478,8
33479,8
33480,0
33481,1
33482,9
33483,5
33484,2
33485,1
33486,8
33487,6
33488,9
33489,9
33490,5
33491,4
33492,4
33493,8
33494,0
33495,8
33496,9
33497,1
33498,0
33499,4
33500,7
33501,4
33502,2
33503,3
33504,1
33505,9
33506,9
33507,2
33508,7
33509,8
33510,0
33511,2
33512,4
33513,5
33514,7
33515,1
33516,4
33517,8
33518,2
33519,7
33520,1
33521,6
33522,8
33523,3
33524,0
33525,9
33526,6
33527,9
33528,5
33529,8
33530,7
33531,7
33532,5
33533,5
33534,5
33535,6
33536,7
33537,6
33538,5
33539,3
33540,2
33541,6
33542,1
33543,7
33544,5
33545,5
33546,2
33547,5
33548,3
33549,8
33550,4
33551,5
33552,6
33553,5
33554,3
33555,5
33556,0
33557,0
33558,7
33559,9
33560,2
33561,9
33562,4
33563,2
33564,4
33565,6
33566,1
33567,9
33568,0
33569,4
33570,2
33571,9
33572,8
33573,9
33574,5
33575,2
33576,1
33577,6
33578,0
33579,6
33580,0
33581,9
33582,6
33583,9
33584,1
33585,8
33586,4
33587,1
33588,1
33589,5
33590,0
33591,3
33592,8
33593,6
33594,7
33595,8
33596,8
33597,5
33598,9
33599,1
33600,3
33601,1
33602,2
33603,9
33604,9
33605,9
33606,6
33607,2
33608,1
33609,1
33610,5
33611,4
33612,0
33613,2
33614,7
33615,9
33616,7
33617,0
33618,8
33619,4
33620,3
33621,7
33622,0
33623,1
33624,5
33625,9
33626,0
33627,6
33628,7
33629,9
33630,0
33631,4
33632,5
33633,0
33634,2
33635,6
33636,7
33637,0
33638,3
33639,8
33640,7
33641,4
33642,2
33643,2
33644,4
33645,1
33646,9
33647,7
33648,6
33649,6
33650,1
33651,7
33652,1
33653,3
33654,4
33655,4
33656,7
33657,0
33658,5
33659,0
33660,5
33661,8
33662,4
33663,9
33664,3
33665,5
33666,0
33667,2
33668,1
33669,5
33670,5
33671,9
33672,0
33673,6
33674,0
33675,6
33676,3
33677,6
33678,5
33679,2
33680,0
33681,7
33682,1
33683,3
33684,0
33685,6
33686,1
33687,4
33688,6
33689,5
33690,9
33691,2
33692,1
33693,9
33694,8
33695,8
33696,1
33697,3
33698,5
33699,2
33700,9
33701,1
33702,1
33703,6
33704,7
33705,4
33706,6
33707,7
33708,8
33709,3
33710,4
33711,2
33712,1
33713,5
33714,4
33715,2
33716,1
33717,1
33718,6
33719,6
33720,3
33721,2
33722,3
33723,8
33724,8
33725,0
33726,4
33727,9
33728,6
33729,1
33730,8
33731,2
33732,4
33733,7
33734,5
33735,3
33736,1
33737,4
33738,8
33739,1
33740,3
33741,0
33742,3
33743,5
33744,6
33745,8
33746,0
33747,3
33748,2
33749,5
33750,9
33751,5
33752,4
33753,8
33754,0
33755,3
33756,5
33757,8
33758,7
33759,0
33760,6
33761,8
33762,0
33763,4
33764,1
33765,6
33766,9
33767,6
33768,2
33769,7
33770,7
33771,3
33772,1
33773,3
33774,6
33775,9
33776,3
33777,8
33778,7
33779,1
33780,5
33781,9
33782,9
33783,9
33784,9
33785,9
33786,5
33787,2
33788,2
33789,0
33790,9
33791,1
33792,9
33793,2
33794,7
33795,9
33796,8
33797,2
33798,6
33799,4
33800,4
33801,6
33802,4
33803,2
33804,4
33805,4
33806,6
33807,8
33808,1
33809,5
33810,2
33811,0
33812,7
33813,5
33814,6
33815,9
33816,4
33817,8
33818,8
33819,1
33820,7
33821,9
33822,4
33823,7
33824,3
33825,7
33826,1
33827,7
33828,9
33829,1
33830,8
33831,7
33832,3
33833,9
33834,8
33835,4
33836,2
33837,6
33838,2
33839,3
33840,5
33841,3
33842,6
33843,1
33844,6
33845,4
33846,1
33847,8
33848,0
33849,0
33850,5
33851,7
33852,0
33853,7
33854,1
33855,7
33856,0
33857,0
33858,7
33859,4
33860,6
33861,4
33862,1
33863,0
33864,8
33865,8
33866,0
33867,8
33868,7
33869,0
33870,6
33871,8
33872,2
33873,1
33874,1
33875,1
33876,4
33877,7
33878,7
33879,6
33880,5
33881,6
33882,7
33883,1
33884,1
33885,2
33886,8
33887,7
33888,9
33889,9
33890,1
33891,5
33892,1
33893,8
33894,4
33895,7
33896,2
33897,4
33898,6
33899,8
33900,1
33901,9
33902,8
33903,3
33904,0
33905,5
33906,6
33907,0
33908,6
33909,9
33910,3
33911,3
33912,0
33913,2
33914,1
33915,1
33916,2
33917,2
33918,3
33919,0
33920,2
33921,9
33922,0
33923,9
33924,0
33925,9
33926,6
33927,3
33928,5
33929,2
33930,1
33931,9
33932,2
33933,9
33934,7
33935,9
33936,8
33937,6
33938,0
33939,3
33940,7
33941,2
33942,8
33943,3
33944,2
33945,7
33946,0
33947,2
33948,8
33949,6
33950,2
33951,9
33952,3
33953,2
33954,2
33955,8
33956,8
33957,1
33958,1
33959,3
33960,4
33961,5
33962,7
33963,0
33964,2
33965,1
33966,3
33967,9
33968,3
33969,6
33970,2
33971,1
33972,1
33973,2
33974,3
33975,1
33976,4
33977,5
33978,3
33979,1
33980,0
33981,9
33982,6
33983,6
33984,5
33985,1
33986,3
33987,3
33988,3
33989,8
33990,3
33991,4
33992,7
33993,5
33994,5
33995,0
33996,7
33997,8
33998,1
33999,0
34000,8
34001,4
34002,1
34003,8
34004,2
34005,7
34006,9
34007,2
34008,7
34009,7
34010,6
34011,3
34012,8
34013,7
34014,7
34015,4
34016,5
34017,9
34018,3
34019,6
34020,1
34021,3
34022,9
34023,1
34024,8
34025,5
34026,3
34027,7
34028,6
34029,2
34030,3
34031,6
34032,2
34033,0
34034,8
34035,6
34036,4
34037,0
34038,9
34039,3
34040,3
34041,8
34042,1
34043,3
34044,0
34045,1
34046,1
34047,9
34048,1
34049,1
34050,9
34051,3
34052,2
34053,4
34054,4
34055,2
34056,6
34057,0
34058,0
34059,2
34060,8
34061,0
34062,1
34063,9
34064,5
34065,4
34066,0
34067,7
34068,2
34069,3
34070,4
34071,0
34072,9
34073,2
34074,3
34075,0
34076,7
34077,2
34078,4
34079,3
34080,1
34081,5
34082,8
34083,3
34084,1
34085,7
34086,9
34087,9
34088,2
34089,5
34090,5
34091,4
34092,5
34093,1
34094,6
34095,3
34096,9
34097,3
34098,9
34099,5
34100,8
34101,9
34102,7
34103,0
34104,0
34105,2
34106,4
34107,4
34108,2
34109,2
34110,1
34111,2
34112,3
34113,7
34114,0
34115,7
34116,2
34117,7
34118,0
34119,2
34120,0
34121,8
34122,7
34123,3
34124,6
34125,4
34126,6
34127,2
34128,5
34129,2
34130,5
34131,4
34132,2
34133,6
34134,9
34135,1
34136,8
34137,8
34138,3
34139,1
34140,3
34141,9
34142,5
34143,3
34144,3
34145,1
34146,3
34147,4
34148,7
34149,7
34150,1
34151,7
34152,0
34153,0
34154,7
34155,3
34156,3
34157,2
34158,3
34159,6
34160,9
34161,2
34162,2
34163,4
34164,0
34165,3
34166,7
34167,3
34168,6
34169,9
34170,0
34171,7
34172,1
34173,7
34174,9
34175,4
34176,5
34177,2
34178,1
34179,4
34180,0
34181,9
34182,6
34183,9
34184,2
34185,9
34186,3
34187,1
34188,4
34189,1
34190,6
34191,9
34192,0
34193,3
34194,1
34195,7
34196,3
34197,7
34198,5
34199,7
34200,4
34201,7
34202,4
34203,4
34204,9
34205,5
34206,8
34207,7
34208,5
34209,3
34210,2
34211,2
34212,6
34213,6
34214,0
34215,6
34216,7
34217,4
34218,9
34219,9
34220,7
34221,7
34222,4
34223,2
34224,0
34225,4
34226,5
34227,5
34228,6
34229,7
34230,7
34231,2
34232,4
34233,4
34234,2
34235,7
34236,6
34237,1
34238,6
34239,8
34240,6
34241,5
34242,8
34243,5
34244,8
34245,1
34246,5
34247,2
34248,7
34249,9
34250,4
34251,1
34252,2
34253,1
34254,3
34255,4
34256,7
34257,7
34258,1
34259,7
34260,1
34261,2
34262,3
34263,1
34264,9
34265,6
34266,7
34267,7
34268,9
34269,1
34270,2
34271,0
34272,9
34273,3
34274,2
34275,3
34276,5
34277,1
34278,7
34279,2
34280,8
34281,7
34282,3
34283,7
34284,9
34285,1
34286,4
34287,5
34288,3
34289,4
34290,5
34291,4
34292,8
34293,4
34294,2
34295,5
34296,8
34297,1
34298,8
34299,5
34300,9
34301,9
34302,1
34303,1
34304,8
34305,7
34306,4
34307,8
34308,3
34309,9
34310,2
34311,5
34312,1
34313,4
34314,1
34315,8
34316,0
34317,8
34318,6
34319,4
34320,6
34321,1
34322,9
34323,6
34324,3
34325,3
34326,1
34327,6
34328,3
34329,1
34330,4
34331,3
34332,3
34333,1
34334,1
34335,8
34336,7
34337,9
34338,3
34339,8
34340,8
34341,9
34342,4
34343,9
34344,8
34345,9
34346,0
34347,9
34348,2
34349,6
34350,6
34351,7
34352,7
34353,0
34354,6
34355,3
34356,1
34357,0
34358,2
34359,9
34360,7
34361,0
34362,1
34363,6
34364,3
34365,5
34366,1
34367,7
34368,1
34369,1
34370,2
34371,7
34372,4
34373,0
34374,3
34375,7
34376,1
34377,4
34378,9
34379,8
34380,7
34381,0
34382,8
34383,1
34384,1
34385,0
34386,7
34387,8
34388,8
34389,1
34390,7
34391,1
34392,9
34393,3
34394,4
34395,6
34396,1
34397,0
34398,2
34399,6
34400,6
34401,5
34402,8
34403,8
34404,7
34405,3
34406,3
34407,0
34408,1
34409,9
34410,9
34411,5
34412,4
34413,2
34414,7
34415,9
34416,3
34417,0
34418,4
34419,2
34420,0
34421,3
34422,8
34423,7
34424,8
34425,7
34426,3
34427,9
34428,6
34429,5
34430,7
34431,3
34432,9
34433,7
34434,7
34435,1
34436,9
34437,8
34438,0
34439,4
34440,0
34441,1
34442,9
34443,2
34444,6
34445,1
34446,2
34447,5
34448,6
34449,8
34450,1
34451,3
34452,2
34453,2
34454,9
34455,9
34456,0
34457,7
34458,9
34459,3
34460,9
34461,5
34462,0
34463,5
34464,5
34465,2
34466,7
34467,9
34468,9
34469,1
34470,1
34471,0
34472,7
34473,7
34474,7
34475,4
34476,1
34477,9
34478,2
34479,0
34480,2
34481,7
34482,2
34483,6
34484,3
34485,1
34486,1
34487,4
34488,1
34489,1
34490,3
34491,4
34492,0
34493,5
34494,3
34495,2
34496,3
34497,7
34498,6
34499,6
34500,5
34501,2
34502,2
34503,6
34504,3
34505,3
34506,8
34507,9
34508,3
34509,7
34510,0
34511,0
34512,7
34513,8
34514,3
34515,3
34516,6
34517,6
34518,3
34519,1
34520,2
34521,6
34522,7
34523,1
34524,5
34525,3
34526,0
34527,5
34528,3
34529,6
34530,1
34531,8
34532,4
34533,1
34534,2
34535,7
34536,4
34537,0
34538,2
34539,2
34540,1
34541,4
34542,4
34543,3
34544,2
34545,4
34546,8
34547,4
34548,5
34549,4
34550,4
34551,3
34552,0
34553,7
34554,9
34555,4
34556,5
34557,5
34558,1
34559,0
34560,2
34561,2
34562,7
34563,0
34564,3
34565,5
34566,7
34567,3
34568,6
34569,6
34570,6
34571,0
34572,8
34573,3
34574,0
34575,7
34576,1
34577,4
34578,9
34579,1
34580,8
34581,3
34582,6
34583,4
34584,0
34585,8
34586,7
34587,5
34588,2
34589,9
34590,8
34591,1
34592,5
34593,2
34594,0
34595,2
34596,3
34597,1
34598,3
34599,9
34600,0
34601,0
34602,5
34603,8
34604,4
34605,2
34606,4
34607,1
34608,7
34609,8
34610,0
34611,8
34612,4
34613,6
34614,4
34615,1
34616,9
34617,5
34618,1
34619,8
34620,2
34621,2
34622,3
34623,9
34624,1
34625,0
34626,9
34627,9
34628,5
34629,8
34630,6
34631,7
34632,1
34633,9
34634,5
34635,1
34636,9
34637,5
34638,6
34639,2
34640,1
34641,2
34642,1
34643,9
34644,2
34645,3
34646,2
34647,2
34648,8
34649,0
34650,6
34651,6
34652,6
34653,3
34654,3
34655,2
34656,8
34657,3
34658,5
34659,3
34660,3
34661,6
34662,8
34663,2
34664,1
34665,7
34666,5
34667,2
34668,2
34669,6
34670,6
34671,8
34672,8
34673,8
34674,5
34675,4
34676,6
34677,5
34678,8
34679,7
34680,7
34681,1
34682,1
34683,7
34684,1
34685,1
34686,6
34687,8
34688,9
34689,6
34690,8
34691,8
34692,3
34693,2
34694,9
34695,2
34696,7
34697,6
34698,3
34699,4
34700,8
34701,3
34702,2
34703,8
34704,9
34705,6
34706,1
34707,3
34708,6
34709,9
34710,3
34711,0
34712,1
34713,2
34714,4
34715,0
34716,8
34717,3
34718,7
34719,3
34720,7
34721,7
34722,7
34723,9
34724,4
34725,1
34726,5
34727,1
34728,9
34729,2
34730,9
34731,4
34732,5
34733,1
34734,6
34735,3
34736,6
34737,0
34738,5
34739,1
34740,6
34741,8
34742,8
34743,6
34744,1
34745,6
34746,0
34747,4
34748,5
34749,7
34750,9
34751,2
34752,7
34753,5
34754,6
34755,0
34756,9
34757,0
34758,4
34759,9
34760,7
34761,0
34762,3
34763,4
34764,3
34765,0
34766,7
34767,3
34768,7
34769,3
34770,5
34771,3
34772,3
34773,8
34774,8
34775,7
34776,5
34777,6
34778,3
34779,6
34780,2
34781,5
34782,4
34783,1
34784,6
34785,3
34786,6
34787,9
34788,5
34789,9
34790,6
34791,0
34792,7
34793,9
34794,7
34795,8
34796,3
34797,2
34798,0
34799,5
34800,9
34801,6
34802,6
34803,8
34804,7
34805,2
34806,0
34807,3
34808,2
34809,1
34810,4
34811,1
34812,9
34813,9
34814,9
34815,1
34816,8
34817,3
34818,0
34819,0
34820,6
34821,8
34822,5
34823,8
34824,8
34825,6
34826,2
34827,9
34828,6
34829,3
34830,1
34831,5
34832,2
34833,6
34834,8
34835,8
34836,1
34837,5
34838,9
34839,0
34840,4
34841,3
34842,4
34843,8
34844,0
34845,7
34846,3
34847,8
34848,7
34849,9
34850,0
34851,2
34852,6
34853,9
34854,3
34855,7
34856,5
34857,7
34858,2
34859,0
34860,7
34861,9
34862,9
34863,1
34864,0
34865,0
34866,9
34867,2
34868,1
34869,4
34870,8
34871,1
34872,1
34873,9
34874,1
34875,2
34876,1
34877,0
34878,9
34879,3
34880,5
34881,9
34882,0
34883,5
34884,1
34885,0
34886,2
34887,4
34888,6
34889,6
34890,1
34891,6
34892,9
34893,1
34894,8
34895,4
34896,2
34897,1
34898,9
34899,5
34900,1
34901,6
34902,0
34903,8
34904,0
34905,9
34906,7
34907,8
34908,4
34909,7
34910,7
34911,5
34912,2
34913,2
34914,2
34915,9
34916,5
34917,6
34918,5
34919,1
34920,0
34921,0
34922,4
34923,8
34924,9
34925,5
34926,7
34927,4
34928,0
34929,1
34930,5
34931,4
34932,1
34933,6
34934,4
34935,7
34936,5
34937,6
34938,2
34939,1
34940,2
34941,7
34942,6
34943,5
34944,8
34945,0
34946,1
34947,5
34948,8
34949,9
34950,4
34951,2
34952,0
34953,3
34954,4
34955,3
34956,4
34957,0
34958,3
34959,9
34960,1
34961,5
34962,4
34963,3
34964,3
34965,6
34966,5
34967,2
34968,1
34969,0
34970,0
34971,4
34972,4
34973,1
34974,5
34975,1
34976,8
34977,8
34978,0
34979,9
34980,8
34981,6
34982,4
34983,7
34984,8
34985,1
34986,1
34987,9
34988,6
34989,3
34990,0
34991,9
34992,7
34993,7
34994,7
34995,8
34996,5
34997,9
34998,6
34999,1
35000,5
35001,4
35002,8
35003,3
35004,3
35005,2
35006,9
35007,8
35008,7
35009,5
35010,3
35011,8
35012,6
35013,7
35014,6
35015,6
35016,3
35017,4
35018,7
35019,2
35020,7
35021,5
35022,4
35023,2
35024,9
35025,9
35026,1
35027,4
35028,2
35029,2
35030,7
35031,6
35032,7
35033,0
35034,2
35035,2
35036,0
35037,5
35038,2
35039,5
35040,8
35041,0
35042,9
35043,4
35044,8
35045,2
35046,7
35047,7
35048,3
35049,6
35050,5
35051,0
35052,4
35053,1
35054,9
35055,6
35056,9
35057,7
35058,8
35059,0
35060,3
35061,8
35062,0
35063,7
35064,8
35065,2
35066,8
35067,0
35068,4
35069,4
35070,7
35071,9
35072,3
35073,7
35074,1
35075,8
35076,7
35077,0
35078,0
35079,1
35080,3
35081,9
35082,3
35083,8
35084,8
35085,0
35086,9
35087,9
35088,9
35089,6
35090,3
35091,9
35092,4
35093,0
35094,0
35095,8
35096,3
35097,4
35098,4
35099,5
35100,9
35101,7
35102,5
35103,6
35104,0
35105,1
35106,9
35107,3
35108,4
35109,9
35110,2
35111,3
35112,5
35113,3
35114,2
35115,2
35116,1
35117,9
35118,4
35119,4
35120,6
35121,6
35122,4
35123,9
35124,4
35125,4
35126,2
35127,3
35128,5
35129,3
35130,1
35131,5
35132,9
35133,4
35134,5
35135,2
35136,3
35137,7
35138,3
35139,3
35140,9
35141,2
35142,5
35143,1
35144,9
35145,8
35146,9
35147,3
35148,9
35149,4
35150,2
35151,1
35152,8
35153,7
35154,2
35155,8
35156,5
35157,9
35158,1
35159,5
35160,7
35161,8
35162,1
35163,1
35164,6
35165,8
35166,8
35167,8
35168,2
35169,8
35170,5
35171,2
35172,9
35173,4
35174,9
35175,4
35176,9
35177,0
35178,1
35179,6
35180,1
35181,2
35182,6
35183,2
35184,7
35185,6
35186,6
35187,2
35188,2
35189,4
35190,5
35191,0
35192,0
35193,2
35194,2
35195,9
35196,4
35197,8
35198,4
35199,7
35200,0
35201,3
35202,6
35203,1
35204,8
35205,7
35206,8
35207,4
35208,8
35209,9
35210,1
35211,9
35212,8
35213,4
35214,3
35215,3
35216,8
35217,4
35218,3
35219,1
35220,1
35221,3
35222,8
35223,1
35224,9
35225,1
35226,2
35227,1
35228,3
35229,1
35230,7
35231,6
35232,9
35233,3
35234,7
35235,6
35236,2
35237,9
35238,3
35239,9
35240,0
35241,5
35242,8
35243,0
35244,6
35245,1
35246,2
35247,5
35248,1
35249,7
35250,4
35251,8
35252,9
35253,3
35254,2
35255,1
35256,7
35257,1
35258,2
35259,2
35260,2
35261,2
35262,9
35263,4
35264,6
35265,1
35266,1
35267,6
35268,5
35269,8
35270,7
35271,3
35272,8
35273,1
35274,3
35275,8
35276,0
35277,4
35278,2
35279,3
35280,7
35281,1
35282,3
35283,3
35284,2
35285,5
35286,7
35287,5
35288,1
35289,4
35290,9
35291,9
35292,3
35293,7
35294,7
35295,0
35296,2
35297,6
35298,9
35299,0
35300,6
35301,5
35302,6
35303,3
35304,1
35305,3
35306,6
35307,8
35308,5
35309,4
35310,0
35311,4
35312,3
35313,2
35314,1
35315,9
35316,7
35317,9
35318,6
35319,7
35320,7
35321,4
35322,2
35323,0
35324,6
35325,7
35326,3
35327,5
35328,8
35329,9
35330,8
35331,7
35332,8
35333,2
35334,2
35335,8
35336,7
35337,3
35338,1
35339,7
35340,7
35341,3
35342,4
35343,6
35344,0
35345,1
35346,7
35347,1
35348,4
35349,5
35350,1
35351,3
35352,2
35353,9
35354,8
35355,4
35356,8
35357,9
35358,8
35359,2
35360,3
35361,8
35362,1
35363,3
35364,9
35365,6
35366,0
35367,7
35368,4
35369,1
35370,7
35371,2
35372,1
35373,9
35374,2
35375,8
35376,0
35377,0
35378,7
35379,0
35380,7
35381,5
35382,4
35383,9
35384,2
35385,2
35386,5
35387,0
35388,1
35389,6
35390,1
35391,3
35392,8
35393,3
35394,0
35395,1
35396,8
35397,6
35398,1
35399,8
35400,6
35401,2
35402,1
35403,2
35404,7
35405,1
35406,4
35407,6
35408,3
35409,8
35410,9
35411,6
35412,6
35413,1
35414,1
35415,2
35416,5
35417,4
35418,1
35419,5
35420,9
35421,1
35422,8
35423,5
35424,7
35425,5
35426,8
35427,7
35428,2
35429,6
35430,2
35431,4
35432,6
35433,5
35434,9
35435,0
35436,3
35437,5
35438,0
35439,2
35440,1
35441,3
35442,6
35443,3
35444,3
35445,1
35446,4
35447,3
35448,8
35449,5
35450,6
35451,7
35452,3
35453,9
35454,1
35455,7
35456,5
35457,1
35458,6
35459,9
35460,3
35461,4
35462,3
35463,3
35464,2
35465,9
35466,1
35467,3
35468,4
35469,4
35470,7
35471,8
35472,2
35473,4
35474,0
35475,5
35476,7
35477,3
35478,1
35479,2
35480,7
35481,3
35482,6
35483,6
35484,0
35485,7
35486,2
35487,5
35488,4
35489,5
35490,4
35491,2
35492,3
35493,1
35494,1
35495,5
35496,1
35497,3
35498,7
35499,7
35500,1
35501,4
35502,8
35503,5
35504,0
35505,4
35506,6
35507,6
35508,1
35509,4
35510,1
35511,6
35512,8
35513,9
35514,7
35515,2
35516,7
35517,7
35518,8
35519,4
35520,9
35521,9
35522,8
35523,2
35524,3
35525,4
35526,0
35527,7
35528,4
35529,2
35530,6
35531,6
35532,2
35533,3
35534,0
35535,0
35536,2
35537,3
35538,5
35539,9
35540,1
35541,5
35542,3
35543,0
35544,9
35545,0
35546,0
35547,6
35548,2
35549,0
35550,6
35551,6
35552,2
35553,0
35554,8
35555,7
35556,8
35557,3
35558,3
35559,1
35560,8
35561,8
35562,5
35563,4
35564,1
35565,3
35566,7
35567,6
35568,8
35569,5
35570,0
35571,2
35572,6
35573,6
35574,9
35575,9
35576,7
35577,0
35578,7
35579,9
35580,1
35581,7
35582,7
35583,3
35584,4
35585,0
35586,9
35587,7
35588,8
35589,6
35590,9
35591,8
35592,1
35593,4
35594,0
35595,9
35596,9
